accession	scaffold_count	gc_count	longest_scaffold	gc_percentage	total_gap_length	genome_size	n50_contigs	n50_scaffolds	l50_scaffolds	contig_count	ambiguous_bases	longest_contig	l50_contigs	mean_scaffold_length	mean_contig_length	trna_aa_count	trna_selenocysteine_count	trna_count	checkm_completeness	checkm_contamination	protein_count	coding_bases	coding_density	ssu_count	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	lsu_5s_count	ncbi_taxonomy	gtdb_genome_representative	gtdb_representative	ncbi_taxonomy_unfiltered	ncbi_type_material	ncbi_biosample	ncbi_total_gap_length	ncbi_molecule_count	ncbi_date	ncbi_submitter	ncbi_ncrna_count	ncbi_scaffold_n50	ncbi_assembly_name	ncbi_scaffold_n75	ncbi_protein_count	ncbi_assembly_type	ncbi_rrna_count	ncbi_genbank_assembly_accession	ncbi_total_length	ncbi_unspanned_gaps	ncbi_taxid	ncbi_trna_count	ncbi_genome_representation	ncbi_spanned_gaps	ncbi_translation_table	ncbi_scaffold_n90	ncbi_contig_count	ncbi_organism_name	ncbi_contig_n50	ncbi_ungapped_length	ncbi_scaffold_l50	ncbi_ssu_count	ncbi_scaffold_count	ncbi_assembly_level	ncbi_refseq_category	ncbi_species_taxid	ncbi_isolate	ncbi_wgs_master	ncbi_bioproject	ncbi_seq_rel_date	ncbi_isolation_source	ncbi_country	ncbi_lat_lon	ncbi_strain_identifiers	ssu_gg_taxonomy	ssu_gg_blast_bitscore	ssu_gg_blast_subject_id	ssu_gg_blast_perc_identity	ssu_gg_blast_evalue	ssu_gg_blast_align_len	ssu_gg_query_id	ssu_gg_length	ssu_silva_blast_bitscore	ssu_silva_taxonomy	ssu_silva_blast_subject_id	ssu_silva_blast_align_len	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	lsu_5s_query_id	lsu_5s_length	lsu_5s_contig_len	gtdb_taxonomy	mimag_high_quality	gtdb_cluster_size	gtdb_clustered_genomes	gtdb_type_material
GB_GCA_002501695.1	163	1088343	61097	47.230570073	2207	2306526	17832	21888	34	193	0	61093	39	14150	11939	none	none	none	96.57	0.33	2446	2005711	86.958091953	0	228	p__Euryarchaeota (UID49)	153	100	2	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	GB_GCA_002501695.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp. UBA474	f	SAMN06027622	2040	0	2017-10-10	University of Queensland	0	none	ASM250169v1	none	0	n/a	0	GCA_002501695.1	2306526	0	1915528	0	full	30	none	none	193	Methanolobus sp. UBA474	17832	2304486	none	0	none	Scaffold	na	1915528	UBA474	DANZ00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	DANZ01000085.1	117	8467	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus_A;s__	f	2	GB_GCA_002501695.1;U_74854	f
GB_GCA_002504405.1	14	960981	334871	59.3711598734	50	1618649	133056	133056	4	16	0	333981	4	115617	101162	none	none	none	97.98	0	1606	1482786	91.6063952098	1	187	p__Euryarchaeota (UID3)	124	0	3	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__	GB_GCA_002504405.1	t	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA71	f	SAMN06027462	39	0	2017-10-10	University of Queensland	0	none	ASM250440v1	none	0	n/a	0	GCA_002504405.1	1618649	0	1915677	0	full	2	none	none	16	Methanomassiliicoccaceae archaeon UBA71	133056	1618610	none	0	none	Scaffold	na	1915677	UBA71	DARO00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11;s__	1031	4011307	97.512	0	603	DARO01000005.1	1362	1031	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;uncultured archaeon	JF980514.1.1417	603	0	97.512	DARO01000005.1	104	334871	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata_A;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__	f	3	U_66693;GB_GCA_002504405.1;U_105311	f
GB_GCA_002254665.1	119	492983	45651	34.4254899866	0	1432029	14273	14273	33	119	0	45651	33	12033	12033	none	none	none	84.81	1.48	1587	1276059	89.1084607923	1	245	c__Thermoprotei (UID148)	158	33.33	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__;g__;s__	GB_GCA_002254665.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;x__unclassified Desulfurococcales;x__unclassified Desulfurococcales (miscellaneous);s__Desulfurococcales archaeon ex4484_58	f	SAMN06647973	0	0	2017-8-16	The University of Texas at Austin	0	none	ASM225466v1	none	1520	n/a	2	GCA_002254665.1	1432029	0	2012521	29	full	0	11	none	119	Desulfurococcales archaeon ex4484_58	14273	1432029	none	1	none	Contig	na	2012521	ex4484_58	NJDP00000000.1	PRJNA362212	2017/08/16	none	none	none	none	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__;s__	302	214562	96.685	5.86e-81	181	NJDP01000097.1	208	302	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;uncultured archaeon	AB293243.1.1338	181	1.73e-80	96.685	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__ex4484-58;s__	f	1	GB_GCA_002254665.1	f
GB_GCA_002498055.1	24	663659	282178	37.7585499639	30915	1788554	37608	168746	4	140	0	156292	14	74523	12554	none	none	none	88.75	0	1798	1462655	81.7786323477	2	188	p__Euryarchaeota (UID3)	125	0	2	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	GB_GCA_002494495.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp. UBA355	f	SAMN06027239	30913	0	2017-10-10	University of Queensland	0	none	ASM249805v1	none	0	n/a	0	GCA_002498055.1	1788554	0	1915447	0	full	116	none	none	140	Methanobacterium sp. UBA355	37608	1757641	none	0	none	Scaffold	na	1915447	UBA355	DAGD00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	2457	2508129	96.694	0	1482	DAGD01000020.1	1475	2457	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium paludis	CP002772.812691.814171	1482	0	96.694	DAGD01000014.1	115	101839	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA419;s__	f	none	none	f
GB_GCA_002495025.1	42	504649	152984	38.8067655325	829	1301244	45155	50702	7	58	0	133252	9	30982	22420	none	none	none	98.42	1.27	1436	1192438	91.6383091872	1	245	c__Thermoprotei (UID148)	158	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__;s__	GB_GCA_002495025.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;x__unclassified Desulfurococcaceae;s__Desulfurococcaceae archaeon UBA285	f	SAMN06027066	773	0	2017-10-10	University of Queensland	0	none	ASM249502v1	none	0	n/a	0	GCA_002495025.1	1301244	0	1915617	0	full	16	none	none	58	Desulfurococcaceae archaeon UBA285	45157	1300471	none	0	none	Scaffold	na	1915617	UBA285	DADP00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__kamchatkensis	257	4478889	97.973	1.43e-67	148	DADP01000028.1	228	257	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;uncultured archaeon	EU559685.1.946	148	4.22e-67	97.973	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__	f	5	U_72503;GB_GCA_002496045.1;U_62421;U_68159;GB_GCA_002495025.1	f
GB_GCA_002507245.1	85	644009	68112	40.9124492175	6902	1581017	23822	30550	18	105	0	68112	23	18600	14991	none	none	none	97.35	2.8	1705	1414795	89.4863875594	0	149	k__Archaea (UID2)	107	0	1	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	GB_GCA_002507245.1	t	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon UBA233	f	SAMN06027496	6900	0	2017-10-10	University of Queensland	0	none	ASM250724v1	none	0	n/a	0	GCA_002507245.1	1581017	0	1915990	0	full	20	none	none	105	Candidatus Bathyarchaeota archaeon UBA233	23822	1574117	none	0	none	Scaffold	na	1915990	UBA233	DAZI00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	DAZI01000077.1	88	52592	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__	f	3	U_70347;U_107698;GB_GCA_002507245.1	f
GB_GCA_002790875.1	55	184491	58585	30.0086858645	1057	615849	13224	17470	12	81	0	58585	14	11197	7590	none	none	none	66.12	0	798	555739	90.2394905245	1	149	k__Archaea (UID2)	107	0	0	d__Archaea;p__;c__;o__;f__;g__;s__	GB_GCA_002790875.1	t	d__Archaea;x__DPANN group;x__Candidatus Pacearchaeota;s__Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_30_11	f	SAMN06660102	1022	0	2017-11-16	DOE Joint Genome Institute	0	none	ASM279087v1	none	759	n/a	2	GCA_002790875.1	615849	0	1974432	31	full	26	11	none	81	Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_30_11	13224	614827	none	1	none	Scaffold	na	1974432	CG_4_9_14_3_um_filter_30_11	PFVZ00000000.1	PRJNA362739	2017/11/16	none	none	none	none	k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30;f__;g__;s__	1949	2776653	93.588	0	1310	PFVZ01000033.1	1449	1988	Archaea;Woesearchaeota (DHVEG-6);unidentified archaeon	AB019756.1.1375	1379	0	92.748	none	none	none	d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__GW2011-AR1;g__GW2011-AR1;s__GW2011-AR1 sp1	f	1	GB_GCA_002790875.1	f
GB_GCA_002495465.1	19	254472	75044	42.0916126749	8935	613502	9386	51391	5	127	0	39091	18	32289	4760	none	none	none	82.55	0	714	528282	86.1092547376	0	149	k__Archaea (UID2)	107	0	0	d__Archaea;p__;c__;o__;f__;g__;s__	GB_GCA_002495465.1	t	d__Archaea;x__unclassified Archaea;x__unclassified Archaea (miscellaneous);s__archaeon UBA55	f	SAMN06027196	8868	0	2017-10-10	University of Queensland	0	none	ASM249546v1	none	0	n/a	0	GCA_002495465.1	613502	0	1917433	0	full	108	none	none	127	archaeon UBA55	9386	604634	none	0	none	Scaffold	na	1917433	UBA55	DAFN00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__UBA55;g__UBA55;s__	f	1	GB_GCA_002495465.1	f
GB_GCA_002778455.1	20	517281	171443	45.1615240763	903	1146305	52463	75068	6	59	0	120110	7	57315	19413	none	none	none	91.04	0	1185	1037021	90.4664116444	1	149	k__Archaea (UID2)	107	0	1	d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__	GB_GCA_002778455.1	t	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_29	f	SAMN06659386	861	0	2017-11-16	None	0	none	ASM277845v1	none	1170	n/a	2	GCA_002778455.1	1146305	0	1974417	38	full	39	11	none	59	Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_29	52463	1145444	none	1	none	Scaffold	na	1974417	CG10_big_fil_rev_8_21_14_0_10_45_29	PFCD00000000.1	PRJNA362739	2017/11/16	none	none	none	none	k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__;g__;s__	1618	219508	88.413	0	1355	PFCD01000020.1	1526	1618	Archaea;Miscellaneous Euryarchaeotic Group(MEG);uncultured euryarchaeote	DQ676245.1.1385	1355	0	88.413	PFCD01000015.1	107	54754	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__UBA10214;f__UBA10161;g__1-14-0-10-45-29;s__	f	1	GB_GCA_002778455.1	f
GB_GCA_002499705.1	112	861959	105996	46.3779867338	21277	1879829	19194	25904	23	171	0	74760	30	16784	10868	none	none	none	78.8	0	1603	1723583	91.688286541	0	188	p__Euryarchaeota (UID3)	125	0	1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002499705.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA91	f	SAMN06027279	21277	0	2017-10-10	University of Queensland	0	none	ASM249970v1	none	0	n/a	0	GCA_002499705.1	1879829	0	1915984	0	full	59	none	none	171	Euryarchaeota archaeon UBA91	19194	1858552	none	0	none	Scaffold	na	1915984	UBA91	DAMU00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	DAMU01000108.1	108	32532	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIA;g__UBA562;s__	f	1	GB_GCA_002499705.1	f
GB_GCA_002496625.1	61	381948	62150	41.5273715684	20736	940486	9691	21531	15	161	0	23285	33	15417	5712	none	none	none	72.65	1.94	1116	720181	76.5754088843	1	145	k__Archaea (UID2)	103	0	1	d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	GB_GCA_002496625.1	t	d__Archaea;x__TACK group;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;x__unclassified Nitrososphaeraceae;s__Nitrososphaeraceae archaeon UBA536	f	SAMN06027053	20734	0	2017-10-10	University of Queensland	0	none	ASM249662v1	none	0	n/a	0	GCA_002496625.1	940486	0	1915688	0	full	100	none	none	161	Nitrososphaeraceae archaeon UBA536	9691	919752	none	0	none	Scaffold	na	1915688	UBA536	DAKM00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera;s__	1483	553459	99.033	0	827	DAKM01000053.1	1641	1495	Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);uncultured crenarchaeote	EU307044.1.912	827	0	99.274	DAKM01000019.1	109	34784	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__UBA10452 sp1	f	1	GB_GCA_002496625.1	f
GB_GCA_002501615.1	109	857939	112968	48.9752149525	29026	1780808	19202	29829	18	192	0	60025	30	16337	9123	none	none	none	74.8	0	1511	1613271	90.5920795504	0	188	p__Euryarchaeota (UID3)	125	0	1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002501615.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA27	f	SAMN06027178	29010	0	2017-10-10	University of Queensland	0	none	ASM250161v1	none	0	n/a	0	GCA_002501615.1	1780808	0	1915870	0	full	83	none	none	192	Euryarchaeota archaeon UBA27	19202	1751798	none	0	none	Scaffold	na	1915870	UBA27	DANT00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	DANT01000084.1	110	6257	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIB;g__UBA501;s__UBA501 sp1	f	1	GB_GCA_002501615.1	f
GB_GCA_002498295.1	66	1280945	161584	56.0329668215	4777	2290833	51223	61502	12	115	0	161584	14	34709	19878	none	none	none	89.87	0.75	2347	1846876	80.6202809196	0	234	p__Euryarchaeota (UID54)	153	60	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	GB_GCA_002499025.1	f	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp. UBA434	f	SAMN06027558	4733	0	2017-10-10	University of Queensland	0	none	ASM249829v1	none	0	n/a	0	GCA_002498295.1	2290833	0	1915549	0	full	49	none	none	115	Methanoregula sp. UBA434	51223	2286100	none	0	none	Scaffold	na	1915549	UBA434	DAGW00000000.1	PRJNA348753	2017/10/10	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	DAGW01000013.1	633	14366	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	f	none	none	f
GB_GCA_002506535.1	25	1378101	174559	58.842057801	346	2342380	115829	125659	8	30	0	174559	9	93695	78067	none	none	none	99.34	0.66	2292	2034787	86.8683561164	1	227	p__Euryarchaeota (UID49)	152	0	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__Methanosaeta harundinacea	GB_GCA_002506535.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanothrix;s__Methanosaeta harundinacea	f	SAMN06027621	338	0	2017-10-10	University of Queensland	0	none	ASM250653v1	none	0	n/a	0	GCA_002506535.1	2342380	0	301375	0	full	5	none	none	30	Methanosaeta harundinacea	115831	2342042	none	0	none	Scaffold	na	301375	UBA475	DAXT00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta;s__	2702	27475	99.796	0	1473	DAXT01000006.1	1474	2702	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;Methanosaeta sp.	AJ133791.1.1479	1473	0	99.796	DAXT01000006.1	115	135129	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix_A;s__Methanothrix_A harundinacea_B	f	15	GB_GCA_002502405.1;U_86515;U_71143;GB_GCA_002503835.1;U_68113;GB_GCA_002506535.1;U_62554;U_86549;U_74277;U_74883;U_86609;U_62434;GB_GCA_002497705.1;U_74000;U_86645	f
GB_GCA_002504845.1	93	612533	53136	49.5040566894	22491	1259830	15127	18465	20	152	0	53136	26	13546	8140	none	none	none	75.2	0.8	1183	1144177	90.8199518983	1	188	p__Euryarchaeota (UID3)	125	0	1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002504845.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA250	f	SAMN06027169	22491	0	2017-10-10	University of Queensland	0	none	ASM250484v1	none	0	n/a	0	GCA_002504845.1	1259830	0	1915859	0	full	59	none	none	152	Euryarchaeota archaeon UBA250	15127	1237339	none	0	none	Scaffold	na	1915859	UBA250	DATW00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	717	104364	91.747	0	521	DATW01000027.1	519	933	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	HQ529827.1.915	517	0	99.226	DATW01000003.1	111	6806	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIB;g__UBA11751;s__UBA11751 sp3	f	1	GB_GCA_002504845.1	f
GB_GCA_002720095.1	26	682023	167202	35.5627617255	663	1918464	113481	113517	7	26	0	167178	7	73787	73761	none	none	none	86	5.6	1579	1834062	95.6005429343	2	188	p__Euryarchaeota (UID3)	125	100	1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002720095.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	f	SAMN07618900	0	0	2017-10-25	Tara Oceans Consortium	0	none	ASM272009v1	none	1569	n/a	3	GCA_002720095.1	1918464	0	2026739	39	full	0	11	none	26	Euryarchaeota archaeon	113517	1918464	none	2	none	Contig	na	2026739	SP3059	PBGP00000000.1	PRJNA391943	2017/10/25	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	1921	148407	90.334	0	1469	PBGP01000021.1	1467	1921	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote HF70_59C08	DQ156348.18592.20063	1469	0	90.334	PBGP01000020.1	112	37191	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIA;g__UBA68;s__UBA68 sp1	f	1	GB_GCA_002720095.1	f
GB_GCA_900177045.1	1	739012	1972585	37.4688883988	250	1972585	582823	1972585	1	8	0	922146	2	1972585	246541	none	none	none	99.51	0	2330	1728906	87.6467173785	1	145	k__Archaea (UID2)	103	0	1	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__Candidatus Nitrosotalea;s__	GB_GCA_900177045.1	t	d__Archaea;x__TACK group;p__Thaumarchaeota;x__unclassified Thaumarchaeota;g__Candidatus Nitrosotalea;s__Nitrosotalea sp. CS	f	SAMEA20449168	250	1	2017-11-20	UNIVERSITY OF VIENNA	0	none	Candidatus Nitrosotalea koreensis CS whole genome	none	2476	n/a	2	GCA_900177045.1	1972585	0	1903276	37	full	7	11	none	8	Nitrosotalea sp. CS	582823	1972335	none	0	none	Chromosome	na	1903276	NCS1	none	PRJEB15449	2017/11/20	none	none	none	none	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X;g__;s__	2505	18486	99.926	0	1359	LT841358.1	1468	2553	Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Unknown Order;Unknown Family;Candidatus Nitrosotalea;uncultured archaeon SAGMA-X	AB050229.1.1407	1408	0	99.432	LT841358.1	108	1972585	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__	f	1	GB_GCA_900177045.1	f
GB_GCA_002508705.1	36	1682751	338577	60.279173634	10180	2801776	60323	153347	7	82	0	172437	14	77827	34043	none	none	none	99.02	0.65	2847	2367973	84.5168564511	1	234	p__Euryarchaeota (UID54)	153	0	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	GB_GCA_002508705.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus sp. UBA374	f	SAMN06027555	10180	0	2017-10-11	University of Queensland	0	none	ASM250870v1	none	0	n/a	0	GCA_002508705.1	2801776	0	1915505	0	full	46	none	none	82	Methanoculleus sp. UBA374	60323	2791596	none	0	none	Scaffold	na	1915505	UBA374	DAYL00000000.1	PRJNA348753	2017/10/11	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	2603	267	99.649	0	1424	DAYL01000029.1	1466	2608	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus palmolei	Y16382.1.1431	1431	0	99.581	DAYL01000029.1	115	281820	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__Methanoculleus;s__	f	30	U_86411;U_73508;GB_GCA_002508745.1;GB_GCA_002508665.1;U_72644;U_86448;GB_GCA_002496755.1;GB_GCA_002508775.1;U_73520;GB_GCA_002508675.1;U_73716;U_72781;GB_GCA_002509565.1;U_72623;U_72698;GB_GCA_002509575.1;U_73615;GB_GCA_002508805.1;GB_GCA_002509545.1;GB_GCA_002498025.1;GB_GCA_002508705.1;GB_GCA_002508765.1;U_72582;U_72540;U_66132;U_73783;GB_GCA_002499755.1;GB_GCA_002508725.1;U_72815;U_72748	f
GB_GCA_002507305.1	109	616208	54870	45.4904369447	14774	1369362	15530	17314	25	150	0	46122	29	12562	9030	none	none	none	76.4	0	1254	1261515	92.1242885373	1	188	p__Euryarchaeota (UID3)	125	0	1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002507305.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA529	f	SAMN06027232	14772	0	2017-10-10	University of Queensland	0	none	ASM250730v1	none	0	n/a	0	GCA_002507305.1	1369362	0	1915915	0	full	41	none	none	150	Euryarchaeota archaeon UBA529	15530	1354590	none	0	none	Scaffold	na	1915915	UBA529	DAZL00000000.1	PRJNA348753	2017/10/10	none	none	none	none	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	490	108962	99.627	1.55e-137	268	DAZL01000107.1	268	496	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	AACY020071651.1283.2723	268	9.84e-139	100	DAZL01000095.1	110	29641	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIB;g__UBA252;s__UBA252 sp5	f	1	GB_GCA_002507305.1	f
GB_GCA_002694235.1	125	397032	24902	37.3986925642	176	1061796	9399	9399	41	125	0	24902	41	8494	8492	none	none	none	51.81	0	1004	1017100	95.7905285008	0	188	p__Euryarchaeota (UID3)	125	0	0	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	GB_GCA_002694235.1	t	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	f	SAMN07618738	0	0	2017-10-24	Tara Oceans Consortium	0	none	ASM269423v1	none	974	n/a	0	GCA_002694235.1	1061796	0	2026739	24	full	0	11	none	125	Euryarchaeota archaeon	9399	1061796	none	0	none	Contig	na	2026739	IN31	NZLQ00000000.1	PRJNA391943	2017/10/24	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	d__Archaea;p__Thermoplasmatota;c__MGII;o__MGII;f__MGIIB;g__UBA557;s__	f	1	GB_GCA_002694235.1	f
